http://10306.str.se/util/login.aspx,"CMS 6"
http://14974.str.se/util/login.aspx,"CMS 6"
http://15757.str.se/util/login.aspx,"CMS 6"
http://www.1881.no/util/login.aspx,"Not EPiServer"
http://28dejulio.se/util/login.aspx,"Not EPiServer"
http://4tech.no/util/login.aspx,"CMS 4"
http://6thgearheliadventures.co.uk/util/login.aspx,"Not EPiServer"
http://6thgearheliadventures.com/util/login.aspx,"Not EPiServer"
http://72t72q.com/util/login.aspx,"Not EPiServer"
http://www.aaahc.org/util/login.aspx,"CMS 6"
http://aahhs.org/util/login.aspx,"CMS 5"
http://aak.com/util/login.aspx,"CMS 6"
http://aak.se/util/login.aspx,"CMS 6"
http://aal.kommune.no/util/login.aspx,"CMS 6"
http://aarhusvand.dk/util/login.aspx,"CMS 5"
http://www.abbv.no/util/login.aspx,"CMS 6"
http://abgsc.com/util/login.aspx,"CMS 6"
http://abudhabimed.com/util/login.aspx,"CMS 5"
http://acceptcard.dk/util/login.aspx,"CMS 6"
http://acta.no/util/login.aspx,"Check this manualy (302)"
http://acta.se/util/login.aspx,"Check this manualy (302)"
http://acusto.no/util/login.aspx,"CMS 6"
http://www.adagetechnologies.com/util/login.aspx,"CMS 6"
http://addmind.se/util/login.aspx,"Check this manualy (302)"
http://www.addpro.se/util/login.aspx,"CMS 6"
http://adihex.net/util/login.aspx,"CMS 5"
http://administration.com.au/util/login.aspx,"CMS 5"
http://www.aegonmarketing.com/util/login.aspx,"CMS 6"
http://advania.se/util/login.aspx,"CMS 6"
http://www.advokatbladet.no/util/login.aspx,"CMS 6"
http://www.aeg.be/util/login.aspx,"CMS 6"
http://www.aeg.co.uk/util/login.aspx,"CMS 6"
http://www.aeg-electrolux.cz/util/login.aspx,"CMS 6"
http://www.aeg.de/util/login.aspx,"CMS 6"
http://www.aeg-electrolux.dk/util/login.aspx,"CMS 6"
http://www.aeg.com.es/util/login.aspx,"CMS 6"
http://aeg-electrolux.fr/util/login.aspx,"Check this manualy (302)"
http://www.aeg-electrolux.gr/util/login.aspx,"CMS 6"
http://www.aeg-electrolux.hu/util/login.aspx,"CMS 6"
http://www.aeg-electrolux.it/util/login.aspx,"CMS 6"
http://www.aeg.nl/util/login.aspx,"CMS 6"
http://www.aeg-electrolux.no/util/login.aspx,"CMS 6"
http://www.aeg-electrolux.sk/util/login.aspx,"CMS 6"
http://www.electrolux.com/util/login.aspx,"Not EPiServer"
http://www.aeg.at/util/login.aspx,"CMS 6"
http://www.aeg.be/util/login.aspx,"CMS 6"
http://www.aeg.co.uk/util/login.aspx,"CMS 6"
http://www.aeg.com.es/util/login.aspx,"CMS 6"
http://www.aeg.com.pt/util/login.aspx,"CMS 6"
http://www.aeg.de/util/login.aspx,"CMS 6"
http://www.aeg.fi/util/login.aspx,"CMS 6"
http://www.aeg.fr/util/login.aspx,"CMS 6"
http://www.aeg.lt/util/login.aspx,"CMS 6"
http://www.aeg.lu/util/login.aspx,"CMS 6"
http://www.aeg.nl/util/login.aspx,"CMS 6"
http://www.aeg.pl/util/login.aspx,"CMS 6"
http://www.aeg.ru/util/login.aspx,"CMS 6"
http://www.aeg.se/util/login.aspx,"CMS 6"
http://www.aegaustralia.com.au/util/login.aspx,"CMS 6"
http://www.aegon.com/util/login.aspx,"CMS 6"
http://www.aegon.cz/util/login.aspx,"CMS 6"
http://www.aegon.es/util/login.aspx,"CMS 6"
http://www.aegon.pl/util/login.aspx,"CMS 6"
http://www.aegonmarketing.com/util/login.aspx,"CMS 6"
http://aerostructure.eu/util/login.aspx,"CMS 5"
http://aerostructures.eu/util/login.aspx,"CMS 5"
http://aerotech-inc.com/util/login.aspx,"CMS 6"
http://www.afb.se/util/login.aspx,"CMS 6"
http://www.afgruppen.com/util/login.aspx,"CMS 6"
http://www.afgruppen.no/util/login.aspx,"CMS 6"
http://www.afgruppen.se/util/login.aspx,"CMS 6"
http://africaelectricity.com/util/login.aspx,"CMS 5"
http://africahealthexhibition.com/util/login.aspx,"CMS 5"
http://agramiddleeast.com/util/login.aspx,"CMS 5"
http://agrenska.com/util/login.aspx,"CMS 5"
http://agrenska.se/util/login.aspx,"CMS 5"
http://agroetanol.se/util/login.aspx,"CMS 6"
http://ahadata.com/util/login.aspx,"Check this manualy (302)"
http://www.ahadataviewer.com/util/login.aspx,"CMS 6"
http://ahadataviewer.org/util/login.aspx,"CMS 6"
http://ahahealthcaredataviewer.com/util/login.aspx,"Check this manualy (302)"
http://ahahealthcaredataviewer.org/util/login.aspx,"CMS 6"
http://ahlmark-lines.se/util/login.aspx,"CMS 6"
http://ahlsell.dk/util/login.aspx,"CMS 4"
http://ahlsell.fi/util/login.aspx,"CMS 4"
http://ahlsell.no/util/login.aspx,"CMS 4"
http://ahlsell.se/util/login.aspx,"CMS 4"
http://ahlsellmaskin.se/util/login.aspx,"CMS 4"
http://ahmansontheater.org/util/login.aspx,"Check this manualy (302)"
http://aho.no/util/login.aspx,"CMS 6"
http://aircombat.se/util/login.aspx,"CMS 6"
http://akademiska.se/util/login.aspx,"Check this manualy (302)"
http://akadvantage.com/util/login.aspx,"CMS 6"
http://aker-advantage.com/util/login.aspx,"CMS 6"
http://akersolutions.com/util/login.aspx,"CMS 6"
http://aktadesign.si/util/login.aspx,"Not EPiServer"
http://alaincareerfair.com/util/login.aspx,"CMS 5"
http://www.alcro-beckers.com/util/login.aspx,"CMS 5"
http://www.alcro.se/util/login.aspx,"CMS 6"
http://www.alerisinfo.se/util/login.aspx,"CMS 5"
http://www.alltihemmet.se,"CMS 5"
http://alltomdinatander.se/util/login.aspx,"CMS 5"
http://www.alltomfritidshus.se/,"CMS 5"
http://www.alltommat.se:80/util/loginaspx,"Not EPiServer"
http://alma.se/util/login.aspx,"CMS 5"
http://almhultsgk.se/util/login.aspx,"CMS 5"
http://alphington.vic.edu.au/util/login.aspx,"CMS 6"
https://www.altinn.no/util/login.aspx,"Check this manualy (302)"
http://www.hydro.com/pt/aluminio/a-hydro-no-brasil/,"CMS 5"
http://alvdalen.se/util/login.aspx,"CMS 6"
http://amesto.com/util/login.aspx,"CMS 6"
http://amesto.dk/util/login.aspx,"CMS 6"
http://amesto.no/util/login.aspx,"CMS 6"
http://amesto.se/util/login.aspx,"CMS 6"
http://www.amfi.no/util/login.aspx,"CMS 6"
http://amisol.dk/util/login.aspx,"Check this manualy (302)"
http://amisol.no/util/login.aspx,"Check this manualy (302)"
http://anafrank.biz/util/login.aspx,"CMS 6"
http://anafrank.net/util/login.aspx,"CMS 6"
http://anafrank.org/util/login.aspx,"CMS 6"
http://animalia.no/util/login.aspx,"CMS 6"
http://anja.no/util/login.aspx,"CMS 5"
http://annalindhbiblioteket.se/util/login.aspx,"Check this manualy (302)"
http://anne-frank-schule.de/util/login.aspx,"CMS 6"
http://anne-frank.com/util/login.aspx,"CMS 6"
http://anne-frank.org/util/login.aspx,"CMS 6"
http://annefrank.com.es/util/login.aspx,"CMS 6"
http://annefrank.es/util/login.aspx,"CMS 6"
http://annefrank.in/util/login.aspx,"CMS 6"
http://annefrank.org/util/login.aspx,"CMS 6"
http://annefrank.sk/util/login.aspx,"CMS 6"
http://annefrankboom.info/util/login.aspx,"CMS 6"
http://annefrankdagboek.eu/util/login.aspx,"CMS 6"
http://annefrankdagboeken.com/util/login.aspx,"CMS 6"
http://annefrankdagboeken.eu/util/login.aspx,"CMS 6"
http://annefrankdagboeken.org/util/login.aspx,"CMS 6"
http://annefrankdiaries.com/util/login.aspx,"CMS 6"
http://annefrankdiaries.eu/util/login.aspx,"CMS 6"
http://annefrankdiaries.org/util/login.aspx,"CMS 6"
http://annefrankdiary.eu/util/login.aspx,"CMS 6"
http://annefrankguide.com/util/login.aspx,"Not EPiServer"
http://annefrankguide.eu/util/login.aspx,"Not EPiServer"
http://annefrankguide.nl/util/login.aspx,"Not EPiServer"
http://annefrankhouse.net/util/login.aspx,"CMS 6"
http://annefrankhouse.org/util/login.aspx,"CMS 6"
http://annefrankhuis.eu/util/login.aspx,"CMS 6"
http://annefrankhuis.net/util/login.aspx,"CMS 6"
http://annefrankhuis.nl/util/login.aspx,"CMS 6"
http://annefrankhuis.org/util/login.aspx,"CMS 6"
http://annefrankmanuscript.com/util/login.aspx,"CMS 6"
http://annefrankmanuscript.eu/util/login.aspx,"CMS 6"
http://annefrankmanuscript.org/util/login.aspx,"CMS 6"
http://annefrankmanuscripts.com/util/login.aspx,"CMS 6"
http://annefrankmanuscripts.eu/util/login.aspx,"CMS 6"
http://annefrankmanuscripts.org/util/login.aspx,"CMS 6"
http://www.annefrank.org/annefrankboom,"CMS 5"
http://antiagingme.com/util/login.aspx,"CMS 5"
http://antonson.com/util/login.aspx,"CMS 6"
http://antonson.se/util/login.aspx,"CMS 6"
http://apilanlehti.fi/util/login.aspx,"CMS 4"
http://aqualisa.co.uk/util/login.aspx,"CMS 4"
http://arabhealthonline.com/util/login.aspx,"CMS 5"
http://arbetsmiljoupplysningen.se/util/login.aspx,"CMS 6"
http://www.arctandria.net/util/login.aspx,"CMS 4"
http://are360.com/util/login.aspx,"Check this manualy (302)"
http://ares.com.au/util/login.aspx,"CMS 5"
http://ariatools.com/util/login.aspx,"Not EPiServer"
http://ariatools.net/util/login.aspx,"Not EPiServer"
http://arks.se/util/login.aspx,"Not EPiServer"
http://www.swedavia.com/arlanda,"Check this manualy (302)"
http://arlanda-flygplats.net/util/login.aspx,"CMS 6"
http://arlanda.org/util/login.aspx,"Check this manualy (302)"
http://www.swedavia.se/arlanda,"Check this manualy (302)"
http://artechinfo.in/util/login.aspx,"Not EPiServer"
http://arvidsjaur.com/util/login.aspx,"CMS 6"
http://arvidsjaur.se/util/login.aspx,"CMS 6"
http://www.ask-act.com/util/login.aspx,"CMS 6"
http://www.asker.kommune.no/util/login.aspx,"CMS 6"
http://askerbibliotek.no/util/login.aspx,"Not EPiServer"
http://aspiro.com/util/login.aspx,"Check this manualy (302)"
http://www.humana.se/util/login.aspx,"CMS 6"
http://asthmawa.org.au/util/login.aspx,"CMS 5"
http://www.atea.com/util/login.aspx,"CMS 6"
http://www.atea.no/util/login.aspx,"CMS 6"
http://www.atelierrestylane.se/util/login.aspx,"CMS 6"
http://www.atlantica.no/util/login.aspx,"CMS 6"
http://atlantica.se/util/login.aspx,"CMS 6"
http://www.sibyllashopinshop.com,"Check this manualy (302)"
http://attendo.com/util/login.aspx,"CMS 5"
http://www.attendo.com/util/login.aspx,"CMS 5"
http://atteviks.se/util/login.aspx,"CMS 6"
http://www.austagderfk.no/util/login.aspx,"CMS 6"
http://avesta.se/util/login.aspx,"CMS 5"
http://avtalegiro.no/util/login.aspx,"Not EPiServer"
http://axelhed.com/util/login.aspx,"CMS 6"
http://axfood.se/util/login.aspx,"CMS 5"
http://axindustries.se/util/login.aspx,"CMS 6"
http://axload.com/util/login.aspx,"Check this manualy (302)"
http://baerum.kommune.no/util/login.aspx,"Check this manualy (302)"
http://www.balanselanet.no/util/login.aspx,"CMS 6"
http://balticlink.eu/util/login.aspx,"CMS 6"
http://bamble.kommune.no/util/login.aspx,"CMS 6"
http://bankgirot.se/util/login.aspx,"CMS 4"
http://bankid.com/util/login.aspx,"CMS 5"
http://www.bankid.no/util/login.aspx,"Check this manualy (302)"
http://www.trafikverket.se/notfound,"Not EPiServer"
http://barncancerfonden.se/util/login.aspx,"CMS 6"
http://www.barnevernet.no/util/login.aspx,"CMS 6"
https://www.basefarm.com/util/login.aspx,"CMS 5"
https://www.basefarm.com/util/login.aspx,"CMS 5"
http://basket.se/util/login.aspx,"Check this manualy (302)"
http://batteryconductance.com/util/login.aspx,"CMS 6"
http://battrebolan.se/util/login.aspx,"CMS 6"
http://www.bayeramplify.com.au/util/login.aspx,"CMS 6"
http://www.bayerdiabetes.dk/util/login.aspx,"CMS 6"
http://www.bayerdiabetes.fi/util/login.aspx,"CMS 6"
http://www.bayerdiabetes.no,"CMS 5"
http://www.bayerdiabetes.se,"CMS 5"
http://bberntsen.no/util/login.aspx,"CMS 6"
http://bbs.dk/util/login.aspx,"Not EPiServer"
http://bdo.episerverhotell.net/util/login.aspx,"CMS 5"
http://bdo.no/util/login.aspx,"CMS 5"
http://bdonoraudit.no/util/login.aspx,"CMS 5"
http://be.no/util/login.aspx,"Check this manualy (302)"
http://becro.org/util/login.aspx,"Not EPiServer"
http://beeflambnz.com/util/login.aspx,"CMS 6"
http://www.begroup.com/util/login.aspx,"CMS 6"
http://www.begroup.com/sv/BE-Group-sverige/util/login.aspx,"Not EPiServer"
http://beijerbygg.se/util/login.aspx,"CMS 4"
http://www.bergvikskog.se/util/login.aspx,"Not EPiServer"
http://besam.com.cn/util/login.aspx,"CMS 4"
http://besam.info/util/login.aspx,"CMS 4"
http://besam.org/util/login.aspx,"CMS 4"
http://beta.innovasjonnorge.no/util/login.aspx,"CMS 5"
http://betalingsterminal.no/util/login.aspx,"Not EPiServer"
http://betssonab.com/util/login.aspx,"CMS 5"
http://beyondbeautyarabia.com/util/login.aspx,"CMS 5"
http://bfk.no/util/login.aspx,"CMS 6"
http://www.bgc.se/util/login.aspx,"CMS 4"
http://bhssc.vic.edu.au/util/login.aspx,"CMS 6"
http://bigambition.co.uk/util/login.aspx,"Check this manualy (302)"
http://bilfrakt.biz/util/login.aspx,"CMS 6"
http://bilfrakt.com/util/login.aspx,"CMS 6"
http://bilfrakt.eu/util/login.aspx,"CMS 6"
http://bilfrakt.net/util/login.aspx,"CMS 6"
http://bilfrakt.org/util/login.aspx,"CMS 6"
http://bilfrakt.se/util/login.aspx,"CMS 6"
http://bilproffs.se/util/login.aspx,"Not EPiServer"
http://biltema.dk/util/login.aspx,"CMS 5"
http://biltema.fi/util/login.aspx,"CMS 5"
http://biltema.no/util/login.aspx,"CMS 5"
http://biltema.se/util/login.aspx,"CMS 5"
http://www.bimba.com/util/login.aspx,"CMS 6"
http://bink.se/util/login.aspx,"CMS 6"
http://www.biokapital.no/util/login.aspx,"CMS 6"
http://biomar-group.com/util/login.aspx,"CMS 6"
http://biomar-group.eu/util/login.aspx,"CMS 6"
http://www.biomar.at/util/login.aspx,"CMS 6"
http://biomar.com/util/login.aspx,"CMS 6"
http://biomargroup.com/util/login.aspx,"CMS 6"
http://biomargroup.eu/util/login.aspx,"CMS 6"
http://birkenes.kommune.no/util/login.aspx,"CMS 6"
http://birsta.eu/util/login.aspx,"CMS 6"
http://birstaverken.com/util/login.aspx,"CMS 6"
http://bjerke.no/util/login.aspx,"Check this manualy (302)"
http://bjerkedyrehospital.no/util/login.aspx,"Check this manualy (302)"
http://bjerking.se/util/login.aspx,"CMS 5"
http://bluedome.net/util/login.aspx,"Check this manualy (302)"
http://bmgk.no/util/login.aspx,"CMS 5"
http://bnearit.se/util/login.aspx,"CMS 5"
http://bofors.biz/util/login.aspx,"CMS 5"
http://bokatag.se/util/login.aspx,"CMS 4"
http://www.bona.com/util/login.aspx,"CMS 6"
http://bonapro.com/util/login.aspx,"Check this manualy (302)"
http://bonniergroupagency.se/util/login.aspx,"CMS 6"
http://www.sanomautbildning.se/util/login.aspx,"CMS 6"
http://boosteff.com/util/login.aspx,"CMS 6"
http://boosteff.eu/util/login.aspx,"CMS 6"
http://borlange.se/util/login.aspx,"CMS 4"
http://www.boson.nu/util/login.aspx,"CMS 6"
http://bostadsbolaget.se/util/login.aspx,"Check this manualy (302)"
http://www.bostontheatrescene.com/util/login.aspx,"CMS 6"
http://boundaries.wa.gov.au/util/login.aspx,"CMS 4"
http://boverket.se/util/login.aspx,"Check this manualy (302)"
http://www.boxer.se/util/login.aspx,"CMS 6"
http://www.boxertv.dk/util/login.aspx,"CMS 6"
http://brand.parttwo.com/util/login.aspx,"CMS 6"
http://brandfacket.se/util/login.aspx,"Not EPiServer"
http://branobelhistory.com/util/login.aspx,"CMS 6"
http://www.bravotours.dk/util/login.aspx,"CMS 6"
http://bringitonni.info/util/login.aspx,"CMS 6"
http://briomera.com/util/login.aspx,"CMS 6"
http://briomera.net/util/login.aspx,"CMS 6"
http://briomera.se/util/login.aspx,"CMS 6"
http://broderskap.se/util/login.aspx,"Not EPiServer"
http://www.brollopsmagasinet.se/util/login.aspx,"CMS 6"
http://bromangymnasiet.se/util/login.aspx,"CMS 6"
http://www.swedavia.se/bromma,"Check this manualy (302)"
http://bromolla.se/util/login.aspx,"CMS 5"
http://bruks.com/util/login.aspx,"CMS 5"
http://brukshundklubben.se/util/login.aspx,"CMS 6"
http://bruynzeel-export.com/util/login.aspx,"CMS 6"
http://bruynzeel-storage.com/util/login.aspx,"CMS 6"
http://bruynzeel-storage.nl/util/login.aspx,"CMS 6"
http://bruynzeel.at/util/login.aspx,"CMS 6"
http://bruynzeel.co.uk/util/login.aspx,"CMS 6"
http://bruynzeel.de/util/login.aspx,"CMS 6"
http://bruynzeel.fr/util/login.aspx,"CMS 6"
http://bryksy.eu/util/login.aspx,"CMS 5"
http://bryksy.pl/util/login.aspx,"CMS 5"
http://www.bryllupsmagasinet.dk/util/login.aspx,"CMS 6"
http://www.bryllupsmagasinet.no/util/login.aspx,"CMS 6"
http://brynas.se/util/login.aspx,"CMS 5"
http://www.insight.bt.com/en/eventsutil/login.aspx,"Not EPiServer"
http://www8.idrottonline.se/budokwaistockholm-karate,"CMS 5"
http://www.bufetat.no/util/login.aspx,"CMS 6"
http://businessitguide.com/util/login.aspx,"Not EPiServer"
http://bvnetwork.com/util/login.aspx,"CMS 5"
http://www.bvnetwork.no/util/login.aspx,"CMS 5"
http://www.byggbeslag.se/util/login.aspx,"CMS 6"
http://bymisjon.no/util/login.aspx,"CMS 5"
http://c-k.no/util/login.aspx,"CMS 6"
http://cabby.se/util/login.aspx,"CMS 6"
http://www.cad-q.com/util/login.aspx,"CMS 6"
http://www.caesarcrm.com/util/login.aspx,"CMS 6"
http://www.caesarcrm.com/sv/util/login.aspx,"Check this manualy (302)"
http://california.legoland.com/util/login.aspx,"CMS 6"
http://callcenter.com.au/util/login.aspx,"CMS 5"
https://www.norwegianreward.com/talkmore,"CMS 5"
http://camfil-kauppa.camfilfarr.net/util/login.aspx,"Check this manualy (302)"
http://camillalackberg.se/util/login.aspx,"CMS 6"
http://camping.se/util/login.aspx,"CMS 6"
http://campushultsfred.se/util/login.aspx,"CMS 4"
http://can.se/util/login.aspx,"CMS 6"
http://canarywharf.co.uk/util/login.aspx,"CMS 5"
http://canarywharf.com/util/login.aspx,"CMS 5"
http://capiostgoran.se/util/login.aspx,"CMS 5"
http://cargocaire.com/util/login.aspx,"CMS 6"
http://cargocaire.net/util/login.aspx,"CMS 6"
http://cargocaire.org/util/login.aspx,"CMS 6"
http://cargonet.no/util/login.aspx,"CMS 6"
http://cashpassport.com/util/login.aspx,"Not EPiServer"
http://casuals.com.au/util/login.aspx,"CMS 5"
http://cdongroup.com/util/login.aspx,"Check this manualy (302)"
http://cds.co.uk/util/login.aspx,"CMS 6"
http://cefor.no/util/login.aspx,"CMS 6"
http://cejn.at/util/login.aspx,"CMS 6"
http://cejn.ca/util/login.aspx,"CMS 6"
http://cejn.co.at/util/login.aspx,"CMS 6"
http://cejn.co.in/util/login.aspx,"CMS 5"
http://cejn.com.au/util/login.aspx,"CMS 6"
http://cejn.com.cn/util/login.aspx,"CMS 6"
http://cejn.com.es/util/login.aspx,"CMS 6"
http://cejn.com.sg/util/login.aspx,"CMS 6"
http://cejn.com/util/login.aspx,"CMS 6"
http://cejn.dk/util/login.aspx,"CMS 6"
http://cejn.es/util/login.aspx,"CMS 6"
http://cejn.eu/util/login.aspx,"CMS 6"
http://cejn.fr/util/login.aspx,"CMS 6"
http://cejn.it/util/login.aspx,"CMS 6"
http://cejn.kr/util/login.aspx,"CMS 6"
http://cejn.se/util/login.aspx,"CMS 6"
http://cejn.us/util/login.aspx,"CMS 6"
http://cejnengineering.com/util/login.aspx,"CMS 6"
http://cejngroup.com/util/login.aspx,"CMS 6"
http://cejnsafety.com/util/login.aspx,"CMS 6"
http://cejnsolutions.com/util/login.aspx,"CMS 6"
http://cejnuk.com/util/login.aspx,"CMS 6"
http://celer-tech.com/util/login.aspx,"Not EPiServer"
http://cellguardsystem.com/util/login.aspx,"CMS 6"
http://centerkongahalla.com/util/login.aspx,"CMS 4"
http://centerkungalv.com/util/login.aspx,"CMS 4"
http://centertheatregroup.org/util/login.aspx,"Check this manualy (302)"
http://cerealiafoodservice.se/util/login.aspx,"Check this manualy (302)"
http://www.thonshopping.se/charlottenberg,"CMS 5"
http://cheapflightsfromdublin.com/util/login.aspx,"Not EPiServer"
http://www.ledarna.se/util/login.aspx,"CMS 6"
http://www.ledarna.se/util/login.aspx,"CMS 6"
http://www.ledarna.se/util/login.aspx,"CMS 6"
http://www.ledarna.se/util/login.aspx,"CMS 6"
http://www.ledarna.se/util/login.aspx,"CMS 6"
http://www.ledarna.se/util/login.aspx,"CMS 6"
http://www.ledarna.se/util/login.aspx,"CMS 6"
http://www.ledarna.se/util/login.aspx,"CMS 6"
http://www.ledarna.se/util/login.aspx,"CMS 6"
http://www.ledarna.se/util/login.aspx,"CMS 6"
http://chicagoprotech.com/util/login.aspx,"CMS 6"
http://chichester.ac.uk/util/login.aspx,"CMS 6"
http://www.circuit.se/util/login.aspx,"CMS 6"
http://cisterna.se/util/login.aspx,"Check this manualy (302)"
http://citizensadvice.co.uk/util/login.aspx,"CMS 5"
http://cityscape.org/util/login.aspx,"CMS 5"
http://cityscapeabudhabi.com/util/login.aspx,"CMS 5"
http://cityscapeasia.com/util/login.aspx,"CMS 5"
http://cityscapeegypt.com/util/login.aspx,"CMS 5"
http://cityscapeglobal.com/util/login.aspx,"CMS 5"
http://cityscapejeddah.com/util/login.aspx,"CMS 5"
http://cityscapeqatar.com/util/login.aspx,"CMS 5"
http://cityscaperiyadh.com/util/login.aspx,"CMS 5"
http://civilekfor.se/util/login.aspx,"CMS 5"
